"row_id","value","n_parcels","shape_stratum","old_predicate_says_street","predicted_class","hand_label","agrees"
1,"0",1,"short_le22",TRUE,"unparseable","unparseable",TRUE
2,"00000",196,"short_le22",TRUE,"unparseable","unparseable",TRUE
3,"1",38,"short_le22",TRUE,"unparseable","unparseable",TRUE
4,"100 E HUTCHINSON ST UNDEL BEEVILLE TX 78102",2,"leading_digit",TRUE,"street","street",TRUE
5,"1000 CHINABERRY DR 700 BOSSIER CITY LA 71111",1,"foreign",TRUE,"street","street",TRUE
6,"1002 PENION DR AUSTIN TX 78748",1,"leading_digit",TRUE,"street","street",TRUE
7,"1003 CEDARRIDGE CT LEANDER TX 78641",1,"leading_digit",TRUE,"street","street",TRUE
8,"1006 HILL ST BASTROP TX 78602",1,"leading_digit",TRUE,"street","street",TRUE
9,"101 N HILL CIR LEANDER TX 78641",1,"leading_digit",TRUE,"street","street",TRUE
10,"101 WOODS EDGE LN GEORGETOWN TX 78628",1,"leading_digit",TRUE,"street","street",TRUE
11,"102 DA GAMA ",1,"short_le22",TRUE,"street","street",TRUE
12,"1023 OXFORD WY LA CANADA FLINTRIDGE CA 91011",3,"foreign",TRUE,"street","street",TRUE
13,"1027 HAMMOND AVE SAN ANTONIO TX 78210",1,"leading_digit",TRUE,"street","street",TRUE
14,"104 BEACH MTN CV GEORGETOWN TX 78633",1,"leading_digit",TRUE,"street","street",TRUE
15,"104 CHINABERRY HILL LA VERNIA TX 78121",2,"foreign",TRUE,"street","street",TRUE
16,"104 SULTANA CT ROUND ROCK TX 78664",1,"leading_digit",TRUE,"street","street",TRUE
17,"105 LAUREN CT LA VERNIA TX 78121",2,"leading_digit",TRUE,"street","street",TRUE
18,"106 GRANITE DR GEORGETOWN TX 78626",1,"leading_digit",TRUE,"street","street",TRUE
19,"107 CEDAR SPRINGS DR WIMBERLEY TX 78676",1,"leading_digit",TRUE,"street","street",TRUE
20,"10908 SLAUGHTER CREEK DR AUSTIN TX 78748",2,"leading_digit",TRUE,"street","street",TRUE
21,"1107 ENCLAVE WY HUTTO TX 78634",1,"leading_digit",TRUE,"street","street",TRUE
22,"11504 MURCHISON ST MANOR TX 78653",1,"leading_digit",TRUE,"street","street",TRUE
23,"11729 CHERISSE DR AUSTIN TX 78739",1,"leading_digit",TRUE,"street","street",TRUE
24,"1180 GOATHILL RD LAKEHILLS TX 78063",1,"leading_digit",TRUE,"street","street",TRUE
25,"12055 STILL PASS SAN ANTONIO TX 78221",1,"leading_digit",TRUE,"street","street",TRUE
26,"12127 CHAMBERS CV SAN ANTONIO TX 78253",1,"leading_digit",TRUE,"street","street",TRUE
27,"1229 LEGENDS LN GEORGETOWN TX 78628",1,"leading_digit",TRUE,"street","street",TRUE
28,"1233 LACEY OAK LOOP ROUND ROCK TX 78681",1,"leading_digit",TRUE,"street","street",TRUE
29,"124 FIRST AVE S 100 FRANKLIN TX 37064",1,"leading_digit",TRUE,"street","street",TRUE
30,"12406 VISTA RIM LIVE OAK TX 78233",1,"leading_digit",TRUE,"street","street",TRUE
31,"12407 MODENA BAY SAN ANTONIO TX 78253",1,"leading_digit",TRUE,"street","street",TRUE
32,"125 KITTY HAWK RUN CIBOLO TX 78108",1,"leading_digit",TRUE,"street","street",TRUE
33,"1274 VIA BELCANTO SAN ANTONIO TX 78260",2,"leading_digit",TRUE,"street","street",TRUE
34,"129 SPIRIT ST ELGIN TX 78621",1,"leading_digit",TRUE,"street","street",TRUE
35,"13020 HEATHERS REEF SAINT HEDWIG TX 78152",1,"leading_digit",TRUE,"street","street",TRUE
36,"131 AMISTAD BLVD ",1,"short_le22",TRUE,"street","street",TRUE
37,"131 PALMA NOCE SAN ANTONIO TX 78253",1,"leading_digit",TRUE,"street","street",TRUE
38,"13170 BEALS CIR SAN ANTONIO TX 78253",1,"leading_digit",TRUE,"street","street",TRUE
39,"13511 TOPEZ LAKE SAN ANTONIO TX 78216",1,"leading_digit",TRUE,"street","street",TRUE
40,"13721 DISMUKE DR MANOR TX 78653",1,"leading_digit",TRUE,"street","street",TRUE
41,"140 TRILLIUM LN CASTLE HILLS TX 78213",1,"leading_digit",TRUE,"street","street",TRUE
42,"1411 GRACY FARMS LN 79 AUSTIN TX 78758",1,"leading_digit",TRUE,"street","street",TRUE
43,"1412 TALLEY LP BUDA TX 78610",1,"leading_digit",TRUE,"street","street",TRUE
44,"142 CYNTHIA DR ",1,"short_le22",TRUE,"street","street",TRUE
45,"142 KENNEDY AVE ALAMO HEIGHTS TX 78209",1,"leading_digit",TRUE,"street","street",TRUE
46,"1423 MANFORD HILL DR AUSTIN TX 78753",1,"leading_digit",TRUE,"street","street",TRUE
47,"1440 CR 150 GEORGETOWN TX 78626",3,"leading_digit",TRUE,"street","street",TRUE
48,"152 W KAANAPALI BASTROP TX 78602",1,"leading_digit",TRUE,"street","street",TRUE
49,"1523 RANGE FLD SAN ANTONIO TX 78245",1,"leading_digit",TRUE,"street","street",TRUE
50,"15407 POPPY PETAL DR DEL VALLE TX 78617",1,"leading_digit",TRUE,"street","street",TRUE
51,"155 GUILFORD FRG ",1,"short_le22",TRUE,"street","street",TRUE
52,"156 ELM LEAF SCHERTZ TX 78154",1,"leading_digit",TRUE,"street","street",TRUE
53,"15642 MISSION CRST SAN ANTONIO TX 78232",1,"leading_digit",TRUE,"street","street",TRUE
54,"15802 MARISA PL SAN ANTONIO TX 78247",1,"leading_digit",TRUE,"street","street",TRUE
55,"159 BRINKLEY LN ELGIN TX 78621",2,"leading_digit",TRUE,"street","street",TRUE
56,"1600 AUGUSTA DR 437 HOUSTON TX 77057",1,"leading_digit",TRUE,"street","street",TRUE
57,"16335 FM 630 ODEM TX 78370",2,"leading_digit",TRUE,"street","street",TRUE
58,"165 MERCURY CV LEANDER TX 78641",1,"leading_digit",TRUE,"street","street",TRUE
59,"17307 OLD CORPUS CHRISTI HWY ELMENDORF TX 78112",1,"leading_digit",TRUE,"street","street",TRUE
60,"1748 OHILLEN RD 45 AUSTIN TX 78757",1,"leading_digit",TRUE,"street","street",TRUE
61,"17917 ICE AGE TRLS PFLUGERVILLE TX 78660",1,"leading_digit",TRUE,"street","street",TRUE
62,"1809 CANDLELIGHT DR LEANDER TX 78641",1,"leading_digit",TRUE,"street","street",TRUE
63,"181 ANN POWELL RD SMITHVILLE TX 78957",1,"leading_digit",TRUE,"street","street",TRUE
64,"1820 ASPEN ST SAN MARCOS TX 78666",1,"leading_digit",TRUE,"street","street",TRUE
65,"1901 MIR WOODS DR LEANDER TX 78641",1,"leading_digit",TRUE,"street","street",TRUE
66,"1910 LYNDON ST NEW BRAUNFELS TX 78132",1,"leading_digit",TRUE,"street","street",TRUE
67,"2 225 ",1,"short_le22",TRUE,"unparseable","unparseable",TRUE
68,"2005 MANADA TRL LEANDER TX 78641",1,"leading_digit",TRUE,"street","street",TRUE
69,"2010 W HUISACHE AVE SAN ANTONIO TX 78201",2,"leading_digit",TRUE,"street","street",TRUE
70,"2030 N VERMONT 15 LOS ANGELES CA 90027",1,"leading_digit",TRUE,"street","street",TRUE
71,"204 PELICAN BAY CIR KYLE TX 78640",1,"leading_digit",TRUE,"street","street",TRUE
72,"207 BARTLETT PEAK DR GEORGETOWN TX 78633",3,"leading_digit",TRUE,"street","street",TRUE
73,"21 HIGHILLANDS CIR BULVERDE TX 78163",1,"leading_digit",TRUE,"street","street",TRUE
74,"2105B PAT BOOKER RD ",1,"short_le22",TRUE,"street","street",TRUE
75,"21110 NIMITZ AVE LAGO VISTA TX 78645",1,"leading_digit",TRUE,"street","street",TRUE
76,"21130 VILLA VALENCIA SAN ANTONIO TX 78258",1,"leading_digit",TRUE,"street","street",TRUE
77,"216 CORNICHE CIR HUTTO TX 78634",1,"leading_digit",TRUE,"street","street",TRUE
78,"217 CANADA VERDE ST SAN ANTONIO TX 78232",1,"foreign",TRUE,"street","street",TRUE
79,"2174 TRIPLE PEAK DR CANYON LAKE TX 78133",1,"leading_digit",TRUE,"street","street",TRUE
80,"2201 HAYFIELD SQ PFLUGERVILLE TX 78660",1,"leading_digit",TRUE,"street","street",TRUE
81,"224 MAY ST CASTROVILLE TX 78009",3,"leading_digit",TRUE,"street","street",TRUE
82,"225 ",2,"short_le22",TRUE,"unparseable","unparseable",TRUE
83,"226 BUTTERNUT BLVD SAN ANTONIO TX 78245",2,"leading_digit",TRUE,"street","street",TRUE
84,"227 OAK PARK DR SAN ANTONIO TX 78209",1,"leading_digit",TRUE,"street","street",TRUE
85,"2281 LIGHTHOUSE DR NEW BRAUNFELS TX 78130",1,"leading_digit",TRUE,"street","street",TRUE
86,"2304 RUNDELL PL AUSTIN TX 78704",1,"leading_digit",TRUE,"street","street",TRUE
87,"2305 SINGLETREE BND GEORGETOWN TX 78628",1,"leading_digit",TRUE,"street","street",TRUE
88,"23120 ADAMS XING SAN ANTONIO TX 78255",1,"leading_digit",TRUE,"street","street",TRUE
89,"2331 PENDANT PASS SAN ANTONIO TX 78232",1,"leading_digit",TRUE,"street","street",TRUE
90,"235 POSSUM KINGDOM DR KYLE TX 78640",1,"foreign",TRUE,"street","street",TRUE
91,"239 B WOODWY DR ELGIN TX 78621",2,"leading_digit",TRUE,"street","street",TRUE
92,"240 S BEAR CREEK RD LIBERTY HILL TX 78642",1,"leading_digit",TRUE,"street","street",TRUE
93,"2410 TROWER AVE NAPA CA 94558",2,"leading_digit",TRUE,"street","street",TRUE
94,"24422 GALO CYN SAN ANTONIO TX 78260",3,"leading_digit",TRUE,"street","street",TRUE
95,"245 LAZY C NEW BRAUNFELS TX 78132",1,"leading_digit",TRUE,"street","street",TRUE
96,"2501 S CELIA DR CEDAR PARK TX 78613",1,"leading_digit",TRUE,"street","street",TRUE
97,"2605 AYLESBURY LN AUSTIN TX 78745",1,"leading_digit",TRUE,"street","street",TRUE
98,"2711 OAK BLF SAN ANTONIO TX 78230",1,"leading_digit",TRUE,"street","street",TRUE
99,"2907 E 13 ST AUSTIN TX 78702",1,"leading_digit",TRUE,"street","street",TRUE
100,"2908 LAFAYETTE ST HOUSTON TX 77005",1,"leading_digit",TRUE,"street","street",TRUE
101,"301 E LINDBERGH BLVD ",1,"short_le22",TRUE,"street","street",TRUE
102,"3082 SHADOW MTN DR LAKE ISABELLA CA 93240",3,"leading_digit",TRUE,"street","street",TRUE
103,"309 GREEN RIDGE RD SE CARTERSVILLE GA 30120",6,"leading_digit",TRUE,"street","street",TRUE
104,"3128 SAN MIGUEL NEW BRAUNFELS TX 78132",2,"leading_digit",TRUE,"street","street",TRUE
105,"3149 AGATE DR SANTA CLARA CA 95051",1,"leading_digit",TRUE,"street","street",TRUE
106,"318 BLFCREST SAN ANTONIO TX 78216",1,"leading_digit",TRUE,"street","street",TRUE
107,"318 SILLAWN AVE SAN ANTONIO TX 78237",1,"leading_digit",TRUE,"street","street",TRUE
108,"3225 ",1,"short_le22",TRUE,"unparseable","unparseable",TRUE
109,"323 RAVEN RDG NEW BRAUNFELS TX 78130",1,"leading_digit",TRUE,"street","street",TRUE
110,"3316 GUADALUPE ST 311 AUSTIN TX 78705",1,"leading_digit",TRUE,"street","street",TRUE
111,"3401 CHARLOTTE ROSE DR AUSTIN TX 78704",1,"leading_digit",TRUE,"street","street",TRUE
112,"3451 KRIE HIGHILLANDS SAN ANTONIO TX 78245",1,"leading_digit",TRUE,"street","street",TRUE
113,"348 WATERWY PASS NEW BRAUNFELS TX 78130",1,"leading_digit",TRUE,"street","street",TRUE
114,"3500 GOLIAD RD LOT 218 SAN ANTONIO TX 78223",1,"leading_digit",TRUE,"street","street",TRUE
115,"3531 ESPERANZA DR ROUND ROCK TX 78665",1,"leading_digit",TRUE,"street","street",TRUE
116,"3541 CITRINE PL ROUND ROCK TX 78681",3,"leading_digit",TRUE,"street","street",TRUE
117,"3718 SAMANTHA CLIFF SAN ANTONIO TX 78261",1,"leading_digit",TRUE,"street","street",TRUE
118,"372 WAGON XING ",6,"short_le22",TRUE,"street","street",TRUE
119,"3842 BRIARHAVEN ST SAN ANTONIO TX 78247",1,"leading_digit",TRUE,"street","street",TRUE
120,"3922 BULVERDE PKWY SAN ANTONIO TX 78259",1,"leading_digit",TRUE,"street","street",TRUE
121,"401 FRIO SPRINGS TRL GEORGETOWN TX 78628",1,"leading_digit",TRUE,"street","street",TRUE
122,"402 HARPER ST SEGUIN TX 78155",1,"leading_digit",TRUE,"street","street",TRUE
123,"405 LYONS AVE PLEASANTON TX 78064",2,"leading_digit",TRUE,"street","street",TRUE
124,"4123 KNOLLPASS SAN ANTONIO TX 78247",1,"leading_digit",TRUE,"street","street",TRUE
125,"417 PRIVATE RD 4733 CASTROVILLE TX 78009",2,"leading_digit",TRUE,"street","street",TRUE
126,"4202 VANTAGE VIEW DR SAN ANTONIO TX 78228",1,"leading_digit",TRUE,"street","street",TRUE
127,"439 TULN DR SAN ANTONIO TX 78228",1,"leading_digit",TRUE,"street","street",TRUE
128,"4408 SUMMERCREST LOOP S ROUND ROCK TX 78681",1,"leading_digit",TRUE,"street","street",TRUE
129,"4510 PLACID PL AUSTIN TX 78731",1,"leading_digit",TRUE,"street","street",TRUE
130,"4706 SW GOLDEN EAGLE AVE BENTONVILLE AR 72713",1,"leading_digit",TRUE,"street","street",TRUE
131,"5068 OLD HIGHWY 81 941 NEW BRAUNFELS TX 78132",1,"leading_digit",TRUE,"street","street",TRUE
132,"507 MONTANA ST SAN ANTONIO TX 78203",1,"leading_digit",TRUE,"street","street",TRUE
133,"5123 STORMY HILLS SAN ANTONIO TX 78247",1,"leading_digit",TRUE,"street","street",TRUE
134,"5218 KINGS HWY AUSTIN TX 78745",1,"leading_digit",TRUE,"street","street",TRUE
135,"538 PLEASANT PARK DR SAN ANTONIO TX 78227",1,"leading_digit",TRUE,"street","street",TRUE
136,"549 FALCON CV CASTROVILLE TX 78009",1,"leading_digit",TRUE,"street","street",TRUE
137,"551 TERMINAL LOOP B3 MCQUEENEY TX 78123",7,"leading_digit",TRUE,"street","street",TRUE
138,"5535 BREWR ST SAN ANTONIO TX 78233",1,"leading_digit",TRUE,"street","street",TRUE
139,"554 ENGLEWOOD LN CASTROVILLE TX 78009",3,"leading_digit",TRUE,"street","street",TRUE
140,"555 SANTA ROSA DR LOS GATOS CA 95032",2,"leading_digit",TRUE,"street","street",TRUE
141,"6003 FALLING STAR SAN ANTONIO TX 78242",1,"leading_digit",TRUE,"street","street",TRUE
142,"605 PASEO CANADA SAN ANTONIO TX 78232",1,"foreign",TRUE,"street","street",TRUE
143,"605 S SHERMAN 705J RICHARDSON TX 75081",1,"leading_digit",TRUE,"street","street",TRUE
144,"6126 FRIO VALLEY SAN ANTONIO TX 78212",1,"leading_digit",TRUE,"street","street",TRUE
145,"621 MEADOWS DALLAS TX",1,"short_le22",TRUE,"street","street",TRUE
146,"6302 BLARWOOD DR AUSTIN TX 78745",1,"leading_digit",TRUE,"street","street",TRUE
147,"634 RIVER RUN WY SAN ANTONIO TX 78219",1,"leading_digit",TRUE,"street","street",TRUE
148,"664 PLANTERS PASS SCHERTZ TX 78154",1,"leading_digit",TRUE,"street","street",TRUE
149,"6711 COUNTRY VIEW LN SAN ANTONIO TX 78240",1,"leading_digit",TRUE,"street","street",TRUE
150,"6908 PANDA ROYLE DR DEL VALLE TX 78617",1,"leading_digit",TRUE,"street","street",TRUE
151,"6939 HANOVER STONE SAN ANTONIO TX 78244",1,"leading_digit",TRUE,"street","street",TRUE
152,"6944 HUDSON BLVD N ST PAUL MN 55128",1,"leading_digit",TRUE,"street","street",TRUE
153,"7207 TIMBER RIDGE DR SAN ANTONIO TX 78227",1,"leading_digit",TRUE,"street","street",TRUE
154,"730 TRANCHET TRL SAN ANTONIO TX 78221",1,"leading_digit",TRUE,"street","street",TRUE
155,"7302 HALBERT DR AUSTIN TX 78750",1,"leading_digit",TRUE,"street","street",TRUE
156,"7302 MILKY WY DAWN SAN ANTONIO TX 78252",1,"leading_digit",TRUE,"street","street",TRUE
